No,Tanggal,Jenis Trans,IN/OUT,Product Code/Model,Jenis Barang,Nama Barang,Serial Number,Gudang/Rak,Jumlah,Keterangan,,,Jenis Trans,IN/OUT,ket,,,,,,,
110,1-Jan-25,SALDO,IN,YU0042,Keyboard,LOGITECH Keyboard K120,2416MR00E7B8,Rak E,1,ELTO 2414 - PO4500371318,KeyboardLOGITECH Keyboard K120,,,,,BAFO 4 Port HDMI 2.0 Splitter Total,,,2,,,2
111,1-Jan-25,SALDO,IN,YU0042,Keyboard,LOGITECH Keyboard K120,2416MR00E7C8,Rak E,1,ELTO 2414 - PO4500371318,KeyboardLOGITECH Keyboard K120,,,,,GAINTECH 2 Port HDMI Splitter 4K,Lemari Kaca,,1,,,1
112,1-Jan-25,SALDO,IN,YU0042,Keyboard,LOGITECH Keyboard K120,2416MR03EFC8,Rak E,1,ELTO 2414 - PO4500371318,KeyboardLOGITECH Keyboard K120,,,,,GAINTECH 2 Port HDMI Splitter 4K Total,,,1,,,1
113,1-Jan-25,SALDO,IN,YU0042,Keyboard,LOGITECH Keyboard K120,2416MR03EFB8,Rak E,1,ELTO 2414 - PO4500371318,KeyboardLOGITECH Keyboard K120,,,,,MAXLINE 1X2 HDTV Splitter,Lemari Kaca,,1,,,1
114,1-Jan-25,SALDO,IN,YU0042,Keyboard,LOGITECH Keyboard K120,2416MR03EF98,Rak E,1,ELTO 2414 - PO4500371318,KeyboardLOGITECH Keyboard K120,,,,,MAXLINE 1X2 HDTV Splitter Total,,,1,,,1
115,1-Jan-25,SALDO,IN,YU0042,Keyboard,LOGITECH Keyboard K120,2416MR03EFA8,Rak E,1,ELTO 2414 - PO4500371318,KeyboardLOGITECH Keyboard K120,,,,,NYK 1X4 HDMI Splitter,Lemari Kaca,,1,,,1
116,1-Jan-25,SALDO,IN,YU0036,Keyboard,LOGITECH Keyboard K120,2124MR13ACE8,Lemari,1,Stok lama,KeyboardLOGITECH Keyboard K120,,,,,NYK 1X4 HDMI Splitter Total,,,1,,,1
117,1-Jan-25,SALDO,IN,TPA-D002K,Keyboard,HP Keyboard,9CT34409WP,Lemari,1,,KeyboardHP Keyboard,,,,HDMI Splitter Total,,,,7,,,7
118,1-Jan-25,SALDO,IN,CS1308,KVM,ATEN 8-Port PS/2-USB VGA KVM Switch,Z3LB-087-077,Rak B,1,Sisa/Spare Unit SMP - Ademco,KVMATEN 8-Port PS/2-USB VGA KVM Switch,,,,HDMI Switcher,UGREEN 3 Port 3X1 HDMI Switch,Lemari Kaca,,10,5,,15
119,1-Jan-25,SALDO,IN,-,Lain-lain,Aksesoris Server,,Rak D,3,3 dus kecil,Lain-lainAksesoris Server,,,,,UGREEN 3 Port 3X1 HDMI Switch Total,,,10,5,,15
120,1-Jan-25,SALDO,IN,CF01,Lain-lain,ZOLA Compressed Air Duster,-,Lemari Kaca,1,,Lain-lainZOLA Compressed Air Duster,,,,,VENTION HDMI BI-DIRECTION Switcher,Lemari Kaca,,2,2,,4
121,1-Jan-25,SALDO,IN,,Lain-lain,Mata Bar Beton 8 X 210 mm,,Lemari,1,,Lain-lainMata Bar Beton 8 X 210 mm,,,,,VENTION HDMI BI-DIRECTION Switcher Total,,,2,2,,4
122,1-Jan-25,SALDO,IN,,Lain-lain,Heat Sink Compounds,,Lemari,1,,Lain-lainHeat Sink Compounds,,,,HDMI Switcher Total,,,,12,7,,19
123,1-Jan-25,SALDO,IN,,Lain-lain,Masko Klem Supra 12mm,,Lemari,50,,Lain-lainMASKO Klem Supra 12mm,,,,Imaging Drum,HP 120A Original Laser Imaging Drum,Rak F,,2,1,,3
124,1-Jan-25,SALDO,IN,,Lain-lain,Aksesoris Samsung Galaxy Tab A,,Lemari,1,,Lain-lainAksesoris Samsung Galaxy Tab A,,,,,HP 120A Original Laser Imaging Drum Total,,,2,1,,3
125,1-Jan-25,SALDO,IN,SM-P205,Lain-lain,SAMSUNG Galaxy Tab A,RR2NB000RPY,Lemari,1,,Lain-lainSAMSUNG Galaxy Tab A,,,,Imaging Drum Total,,,,2,1,,3
126,1-Jan-25,SALDO,IN,SM-P205,Lain-lain,SAMSUNG Galaxy Tab A,RR2NB000VZY,Lemari,1,,Lain-lainSAMSUNG Galaxy Tab A,,,,IP-Phone,YEALINK Classic IP Phone SIP-T21P E2,Lemari Kaca,,2,2,,4
127,1-Jan-25,SALDO,IN,SM-P205,Lain-lain,SAMSUNG Galaxy Tab A,RR2NB000TKN,Lemari,1,,Lain-lainSAMSUNG Galaxy Tab A,,,,,YEALINK Classic IP Phone SIP-T21P E2 Total,,,2,2,,4
128,1-Jan-25,SALDO,IN,,Lain-lain,HPE Single Port Fibre Channel Host Bus Adapter,,Lemari,1,,Lain-lainHPE Single Port Fibre Channel Host Bus Adapter,,,,,YEALINK Classic IP Phone SIP-T31P,Lemari Kaca,,9,9,,18
129,1-Jan-25,SALDO,IN,,Lain-lain,Aksesoris Rack Mount CISCO,,Lemari,1,,Lain-lainAksesoris Rack Mount CISCO,,,,,,Rak D,,12,12,,24
130,1-Jan-25,SALDO,IN,,Lain-lain,Push Button - No Touch,,Rak B,1,Sisa/Spare Unit SMP - Ademco,Lain-lainPush Button - No Touch,,,,,YEALINK Classic IP Phone SIP-T31P Total,,,21,21,,42
131,1-Jan-25,SALDO,IN,,Lain-lain,Break Glass - Emergency,,Rak B,2,,Lain-lainBreak Glass - Emergency,,,,,YEALINK Classic IP Phone SIP-T33G,Rak D,,10,2,,12
132,1-Jan-25,SALDO,IN,B71,Lain-lain,Dry Battery,,Rak B,2,Sisa/Spare Unit SMP - Ademco,Lain-lainDry Battery,,,,,YEALINK Classic IP Phone SIP-T33G Total,,,10,2,,12
133,1-Jan-25,SALDO,IN,,Lain-lain,MASKO Klem Supra 14mm,,Rak A,300,,Lain-lainMASKO Klem Supra 14mm,,,,IP-Phone Total,,,,33,25,,58
134,1-Jan-25,SALDO,IN,,Lain-lain,NISO Socket Pipa 20mm,,Rak A,50,,Lain-lainNISO Socket Pipa 20mm,,,,Jack Module,PANDUIT Mini-com tx6 Plus Jack Module,Lemari,,24,21,,45
135,1-Jan-25,SALDO,IN,SM-P205,Lain-lain,SAMSUNG Galaxy Tab A,RR2NB000VAM,Lemari,1,,Lain-lainSAMSUNG Galaxy Tab A,,,,,,Rak C,,241,14,,255
136,1-Jan-25,SALDO,IN,,Lain-lain,Aksesoris VC CISCO,,Lemari,1,,Lain-lainAksesoris VC CISCO,,,,,PANDUIT Mini-com tx6 Plus Jack Module Total,,,265,35,,300
137,1-Jan-25,SALDO,IN,MC112CS(UN),Media Converter,TP-LINK 10/100 Mbps WDM Media Converter MC112CS,218A011000120,Rak A,1,,Media ConverterTP-LINK 10/100 Mbps WDM Media Converter MC112CS,,,,Jack Module Total,,,,265,35,,300
138,1-Jan-25,SALDO,IN,TL-FC311A-20(UN),Media Converter,TP-LINK Gigabit WDM Media Converter TL-FC311A-20,222C900001303,Rak A,1,,Media ConverterTP-LINK Gigabit WDM Media Converter TL-FC311A-20,,,,Kabel,BAFO Kabel HDMI 10m,Rak A,,2,,,2
139,1-Jan-25,SALDO,IN,TL-FC311A-20(UN),Media Converter,TP-LINK Gigabit WDM Media Converter TL-FC311B-20,222C905000127,Rak A,1,,Media ConverterTP-LINK Gigabit WDM Media Converter TL-FC311B-20,,,,,BAFO Kabel HDMI 10m Total,,,2,,,2
140,1-Jan-25,SALDO,IN,MC210CS(UN),Media Converter,TP-LINK Gigabit Single Mode Media Converter MC210,22130A0000554,Lemari Kaca,1,,Media ConverterTP-LINK Gigabit Single Mode Media Converter MC210,,,,,BAFO Kabel HDMI 5m,Rak A,,2,,,2
141,1-Jan-25,SALDO,IN,MC210CS(UN),Media Converter,TP-LINK Gigabit Single Mode Media Converter MC210,22130A0002225,Lemari Kaca,1,2306001,Media ConverterTP-LINK Gigabit Single Mode Media Converter MC210,,,,,BAFO Kabel HDMI 5m Total,,,2,,,2
142,1-Jan-25,SALDO,IN,MC210CS(UN),Media Converter,TP-LINK Gigabit Single Mode Media Converter MC210,22130A0001429,Lemari Kaca,1,2306002,Media ConverterTP-LINK Gigabit Single Mode Media Converter MC210,,,,,Kabel DP,Lemari Kaca,,7,4,,11
143,1-Jan-25,SALDO,IN,MC210CS(UN),Media Converter,TP-LINK Gigabit Single Mode Media Converter MC210,22130A0002242,Lemari Kaca,1,2306003,Media ConverterTP-LINK Gigabit Single Mode Media Converter MC210,,,,,Kabel DP Total,,,7,4,,11
144,1-Jan-25,SALDO,IN,MC210CS(UN),Media Converter,TP-LINK Gigabit Single Mode Media Converter MC210,222C350001766,Rak B,1,Sisa/Spare Unit SMP - Ademco,Media ConverterTP-LINK Gigabit Single Mode Media Converter MC210,,,,,Kabel HDMI,Lemari Kaca,,11,8,,19
145,1-Jan-25,SALDO,IN,MC210CS(UN),Media Converter,TP-LINK Gigabit Single Mode Media Converter MC210,222C350001746,Rak B,1,Sisa/Spare Unit SMP - Ademco,Media ConverterTP-LINK Gigabit Single Mode Media Converter MC210,,,,,Kabel HDMI Total,,,11,8,,19
146,1-Jan-25,SALDO,IN,MC111CS(UN),Media Converter,TP-LINK 10/100 Mbps WDM Media Converter MC111CS,2194188001870,Rak A,1,,Media ConverterTP-LINK 10/100 Mbps WDM Media Converter MC111CS,,,,,Kabel Power,Lemari Kaca,,9,5,,14
147,1-Jan-25,SALDO,IN,MC111CS(UN),Media Converter,TP-LINK 10/100 Mbps WDM Media Converter MC111CS,2194188001888,Rak A,1,,Media ConverterTP-LINK 10/100 Mbps WDM Media Converter MC111CS,,,,,Kabel Power Total,,,9,5,,14
148,1-Jan-25,SALDO,IN,MC112CS(UN),Media Converter,TP-LINK 10/100 Mbps WDM Media Converter MC112CS,219A050000468,Rak A,1,,Media ConverterTP-LINK 10/100 Mbps WDM Media Converter MC112CS,,,,,Kabel VGA,Lemari Kaca,,7,3,,10
149,1-Jan-25,SALDO,IN,MC112CS(UN),Media Converter,TP-LINK 10/100 Mbps WDM Media Converter MC112CS,2194766001372,Rak A,1,,Media ConverterTP-LINK 10/100 Mbps WDM Media Converter MC112CS,,,,,Kabel VGA Total,,,7,3,,10
150,1-Jan-25,SALDO,IN,TL-FC311A-20(UN),Media Converter,TP-LINK Gigabit WDM Media Converter TL-FC311A-20,222C900000858,Rak A,1,,Media ConverterTP-LINK Gigabit WDM Media Converter TL-FC311A-20,,,,,PX Super High Speed HDMI Cable With Ethernet 15m,Rak A,,1,,,1
151,1-Jan-25,SALDO,IN,TL-FC311A-20(UN),Media Converter,TP-LINK Gigabit WDM Media Converter TL-FC311A-20,2236350000899,Rak A,1,,Media ConverterTP-LINK Gigabit WDM Media Converter TL-FC311A-20,,,,,PX Super High Speed HDMI Cable With Ethernet 15m Total,,,1,,,1
152,1-Jan-25,SALDO,IN,TL-FC311A-20(UN),Media Converter,TP-LINK Gigabit WDM Media Converter TL-FC311A-20,2236350001078,Rak A,1,,Media ConverterTP-LINK Gigabit WDM Media Converter TL-FC311A-20,,,,Kabel Total,,,,39,20,,59
153,1-Jan-25,SALDO,IN,TL-FC311A-20(UN),Media Converter,TP-LINK Gigabit WDM Media Converter TL-FC311B-20,222C905000923,Rak A,1,,Media ConverterTP-LINK Gigabit WDM Media Converter TL-FC311B-20,,,,Keyboard,HP Keyboard,Lemari,,5,5,,10
154,1-Jan-25,SALDO,IN,TL-FC311A-20(UN),Media Converter,TP-LINK Gigabit WDM Media Converter TL-FC311B-20,222C905000122,Rak A,1,,Media ConverterTP-LINK Gigabit WDM Media Converter TL-FC311B-20,,,,,HP Keyboard Total,,,5,5,,10
155,1-Jan-25,SALDO,IN,TL-FC311A-20(UN),Media Converter,TP-LINK Gigabit WDM Media Converter TL-FC311B-20,222C905000139,Rak A,1,,Media ConverterTP-LINK Gigabit WDM Media Converter TL-FC311B-20,,,,,LOGITECH Keyboard K120,Lemari,,2,1,,3
156,1-Jan-25,SALDO,IN,D4H8GS26A8,Memory,VGEN 8GB SO-DIM DDR4 PC 2666v,,Lemari Kaca,5,ELTO 2424 - PR 1000375098,MemoryVGEN 8GB SO-DIM DDR4 PC 2666v,,,,,,Rak E,,8,,,8
157,1-Jan-25,SALDO,IN,BOXNUC713BNHXF,Mini PC,INTEL NUC,G6BN84600SN3,Lemari Kaca,1,94.C6.91.AA.3A.37,Mini PCINTEL NUC,,,,,LOGITECH Keyboard K120 Total,,,10,1,,11
158,1-Jan-25,SALDO,IN,SEI,Mini PC,SEI Mini PC,A10353BF30162,Lemari Kaca,1,,Mini PCSEI Mini PC,,,,Keyboard Total,,,,15,6,,21
159,1-Jan-25,SALDO,IN,BOXNUC713BNHXF,Mini PC,INTEL NUC,G6BN84600SU7,Lemari Kaca,1,94.C6.91.AA.3B.48,Mini PCINTEL NUC,,,,Keyboard Mouse,LOGITECH Silent Wireless Combo,Lemari,,4,2,,6
160,1-Jan-25,SALDO,IN,BOXNUC713BNHXF,Mini PC,INTEL NUC,G6BN84600SJU,Lemari Kaca,1,94.C6.91.A5.F5.A8,Mini PCINTEL NUC,,,,,,Rak E,,7,1,,8
161,1-Jan-25,SALDO,IN,Z83-V,Mini PC,INTEL NUC,Z850HQKF00002,Lemari Kaca,1,,Mini PCINTEL NUC,,,,,LOGITECH Silent Wireless Combo Total,,,11,3,,14
162,1-Jan-25,SALDO,IN,Z83-V,Mini PC,INTEL NUC,Z850HQKF00377,Lemari Kaca,1,,Mini PCINTEL NUC,,,,Keyboard Mouse Total,,,,11,3,,14
163,1-Jan-25,SALDO,IN,3G828AA,Monitor,Monitor HP Z24f G3,CN42392JM2,Rak C,1,,MonitorMonitor HP Z24f G3,,,,KVM,ATEN 8-Port PS/2-USB VGA KVM Switch,Rak B,,1,,,1
164,1-Jan-25,SALDO,IN,3G828AA,Monitor,Monitor HP Z24f G3,CN41480LK1,Rak C,1,Untuk Spare WB,MonitorMonitor HP Z24f G3,,,,,ATEN 8-Port PS/2-USB VGA KVM Switch Total,,,1,,,1
165,1-Jan-25,SALDO,IN,64X66AA,Monitor,Monitor HP P24 G5 FHD,CNC4032V6Y,Rak C,1,"ELTO2367+ELTO2383, PO: 4500343476+PO: 4500340848",MonitorMonitor HP P24 G5 FHD,,,,KVM Total,,,,1,,,1
166,1-Jan-25,SALDO,IN,64X66AA,Monitor,Monitor HP P24 G5 FHD,CNC4032VQ1,Rak C,1,"ELTO2367+ELTO2383, PO: 4500343476+PO: 4500340848",MonitorMonitor HP P24 G5 FHD,,,,Lain-lain,Aksesoris Rack Mount CISCO,Lemari,,1,,,1
167,1-Jan-25,SALDO,IN,64X66AA,Monitor,Monitor HP P24 G5 FHD,CNC4032VQ5,Rak C,1,"ELTO2367+ELTO2383, PO: 4500343476+PO: 4500340848",MonitorMonitor HP P24 G5 FHD,,,,,Aksesoris Rack Mount CISCO Total,,,1,,,1
168,1-Jan-25,SALDO,IN,64X66AA,Monitor,Monitor HP P24 G5 FHD,CNC4032VQ6,Rak C,1,"ELTO2367+ELTO2383, PO: 4500343476+PO: 4500340848",MonitorMonitor HP P24 G5 FHD,,,,,Aksesoris Samsung Galaxy Tab A,Lemari,,1,,,1
169,1-Jan-25,SALDO,IN,64X66AA,Monitor,Monitor HP P24 G5 FHD,CNC4032VQD,Rak C,1,"ELTO2367+ELTO2383, PO: 4500343476+PO: 4500340848",MonitorMonitor HP P24 G5 FHD,,,,,Aksesoris Samsung Galaxy Tab A Total,,,1,,,1
170,1-Jan-25,SALDO,IN,64X66AA,Monitor,Monitor HP P24 G5 FHD,CNC4032VQG,Rak C,1,"ELTO2367+ELTO2383, PO: 4500343476+PO: 4500340848",MonitorMonitor HP P24 G5 FHD,,,,,Aksesoris Server,Rak D,,3,,,3
171,1-Jan-25,SALDO,IN,L4S23AA L4S23A9,Monitor,Monitor HP V193b,3CQ6022CG0,Rak C,1,Ex.,MonitorMonitor HP V193b,,,,,Aksesoris Server Total,,,3,,,3
172,1-Jan-25,SALDO,IN,M205,Mouse,Robot Wireless Mouse,,Lemari Kaca,1,,MouseRobot Wireless Mouse,,,,,Aksesoris VC CISCO,Lemari,,1,,,1
173,1-Jan-25,SALDO,IN,HSA-D005M,Mouse,HP Mouse,9CT345050K,Lemari Kaca,1,,MouseHP Mouse,,,,,Aksesoris VC CISCO Total,,,1,,,1
174,1-Jan-25,SALDO,IN,HSA-D005M,Mouse,HP Mouse,9CT345052D,Lemari Kaca,1,,MouseHP Mouse,,,,,Break Glass - Emergency,Rak B,,5,2,,7
175,1-Jan-25,SALDO,IN,M-U0026,Mouse,Logitech Mouse,2413AP08GNJ8,Lemari Kaca,1,ELTO 2414 - PO4500371318,MouseLogitech Mouse,,,,,Break Glass - Emergency Total,,,5,2,,7
176,1-Jan-25,SALDO,IN,M-U0026,Mouse,Logitech Mouse,2413AP025DU8,Lemari Kaca,1,ELTO 2414 - PO4500371318,MouseLogitech Mouse,,,,,Dry Battery,Rak B,,2,,,2
177,1-Jan-25,SALDO,IN,M-U0026,Mouse,Logitech Mouse,2413AP025E48,Lemari Kaca,1,ELTO 2414 - PO4500371318,MouseLogitech Mouse,,,,,Dry Battery Total,,,2,,,2
178,1-Jan-25,SALDO,IN,M-U0026,Mouse,Logitech Mouse,2413AP025DH8,Lemari Kaca,1,ELTO 2414 - PO4500371318,MouseLogitech Mouse,,,,,Guard Patrol : JWM WM500 V8,Lemari,,1,1,,2
179,1-Jan-25,SALDO,IN,M-U0026,Mouse,Logitech Mouse,2413AP025DS8,Lemari Kaca,1,ELTO 2414 - PO4500371318,MouseLogitech Mouse,,,,,Guard Patrol : JWM WM500 V8 Total,,,1,1,,2
180,1-Jan-25,SALDO,IN,UE300,Network Adapter,TP-LINK USB 3.0 To Gigabit Ethernet Network Adapter,22292P3002344,Lemari Kaca,1,,Network AdapterTP-LINK USB 3.0 To Gigabit Ethernet Network Adapter,,,,,Heat Sink Compounds,Lemari,,1,,,1
181,1-Jan-25,SALDO,IN,UE300,Network Adapter,TP-LINK USB 3.0 To Gigabit Ethernet Network Adapter,222A2W2006107,Lemari Kaca,1,bekas,Network AdapterTP-LINK USB 3.0 To Gigabit Ethernet Network Adapter,,,,,Heat Sink Compounds Total,,,1,,,1
182,1-Jan-25,SALDO,IN,UTPSP1MBUY,Network Cable,PANDUIT TX6 Plus CAT6 UTP Patch Cord 1M,,Lemari Kaca,9,,Network CablePANDUIT TX6 Plus CAT6 UTP Patch Cord 1M,,,,,HPE Single Port Fibre Channel Host Bus Adapter,Lemari,,1,,,1
183,1-Jan-25,SALDO,IN,UTPSP1MBUY,Network Cable,PANDUIT TX6 Plus CAT6 UTP Patch Cord 1M,,Rak F,450,30 dus isi 10 dan 30 pack isi 5,Network CablePANDUIT TX6 Plus CAT6 UTP Patch Cord 1M,,,,,HPE Single Port Fibre Channel Host Bus Adapter Total,,,1,,,1
184,1-Jan-25,SALDO,IN,DS-2DE5225W-AE T5,Network Camera,HIKVISION 2 MP 25X Powered by DarkFighter Network Speed Dome,K99864092,Lantai,1,PTZ = Sisa/Spare Unit SMP - Ademco,Network CameraHIKVISION 2 MP 25X Powered by DarkFighter Network Speed Dome,,,,,Masko Klem Supra 12mm,Lemari,,50,,,50
185,1-Jan-25,SALDO,IN,DS-2DE5225W-AE T5,Network Camera,HIKVISION 2 MP 25X Powered by DarkFighter Network Speed Dome,K99864089,Lantai,1,PTZ = Sisa/Spare Unit SMP - Ademco,Network CameraHIKVISION 2 MP 25X Powered by DarkFighter Network Speed Dome,,,,,Masko Klem Supra 12mm Total,,,50,,,50
186,1-Jan-25,SALDO,IN,DS-TCG405-E,Network Camera,HIKVISION 4MP ANPR Intelligent Entrance Video Unit,K97436047,Rak B,1,Sisa/Spare Unit SMP - Ademco,Network CameraHIKVISION 4MP ANPR Intelligent Entrance Video Unit,,,,,MASKO Klem Supra 14mm,Rak A,,300,300,,600
187,1-Jan-25,SALDO,IN,DS-TCG405-E,Network Camera,HIKVISION 4MP ANPR Intelligent Entrance Video Unit,K97436049,Rak B,1,Sisa/Spare Unit SMP - Ademco,Network CameraHIKVISION 4MP ANPR Intelligent Entrance Video Unit,,,,,MASKO Klem Supra 14mm Total,,,300,300,,600
188,1-Jan-25,SALDO,IN,DS-2CD2955G0-ISU,Network Camera,HIKVISION 5MP Fixed Fisheye Network Camera,FM3151961,Rak B,1,ELTO 2445 - 4500384939,Network CameraHIKVISION 5MP Fixed Fisheye Network Camera,,,,,Mata Bar Beton 8 X 210 mm,Lemari,,1,,,1
189,1-Jan-25,SALDO,IN,DS-2CD2955G0-ISU,Network Camera,HIKVISION 5MP Fixed Fisheye Network Camera,FM3152017,Rak B,1,ELTO 2445 - 4500384939,Network CameraHIKVISION 5MP Fixed Fisheye Network Camera,,,,,Mata Bar Beton 8 X 210 mm Total,,,1,,,1
190,1-Jan-25,SALDO,IN,DS-2CD2955G0-ISU,Network Camera,HIKVISION 5MP Fixed Fisheye Network Camera,FM3152019,Rak B,1,ELTO 2445 - 4500384939,Network CameraHIKVISION 5MP Fixed Fisheye Network Camera,,,,,NISO Socket Pipa 20mm,Rak A,,50,50,,100
191,1-Jan-25,SALDO,IN,DS-2CD2955G0-ISU,Network Camera,HIKVISION 5MP Fixed Fisheye Network Camera,FM3152030,Rak B,1,ELTO 2445 - 4500384939,Network CameraHIKVISION 5MP Fixed Fisheye Network Camera,,,,,NISO Socket Pipa 20mm Total,,,50,50,,100
192,1-Jan-25,SALDO,IN,DS-2CD2955G0-ISU,Network Camera,HIKVISION 5MP Fixed Fisheye Network Camera,FM3152060,Rak B,1,ELTO 2445 - 4500384939,Network CameraHIKVISION 5MP Fixed Fisheye Network Camera,,,,,Push Button - No Touch,Rak B,,1,,,1
193,1-Jan-25,SALDO,IN,DS-7608NI-K2,NVR,HIKVISION Network Video Recorder DS-7698NI-K2,D71659188,Rak D,1,Bekas,NVRHIKVISION Network Video Recorder DS-7698NI-K2,,,,,Push Button - No Touch Total,,,1,,,1
194,1-Jan-25,SALDO,IN,,OTB,NETVIEL OTB Minibox 4 port SC Singlemode,,Rak D,1,,OTBNETVIEL OTB Minibox 4 port SC Singlemode,,,,,SAMSUNG Galaxy Tab A,Lemari,,4,,,4
195,1-Jan-25,SALDO,IN,,OTB,NETVIEL OTB Minibox 4 port SC Singlemode,,Rak D,1,Bekas,OTBNETVIEL OTB Minibox 4 port SC Singlemode,,,,,SAMSUNG Galaxy Tab A Total,,,4,,,4
196,1-Jan-25,SALDO,IN,,Patch Cord,Patch Cord LC-LC 5M,,Lemari Kaca,3,HPE Premier Flex LC-LC Multi-mode OM4 5m,Patch CordPatch Cord LC-LC 5M,,,,,ZOLA Compressed Air Duster,Lemari Kaca,,1,,,1
197,1-Jan-25,SALDO,IN,,Patch Cord,Patch Cord LC-LC 3M,,Lemari Kaca,1,CORNING LC-LC Multi-mode OM3 3m,Patch CordPatch Cord LC-LC 3M,,,,,ZOLA Compressed Air Duster Total,,,1,,,1
198,1-Jan-25,SALDO,IN,,Patch Cord,Patch Cord LC-LC 10M,,Lemari Kaca,1,CORNING LC-LC Multi-mode OM3 10m,Patch CordPatch Cord LC-LC 10M,,,,Lain-lain Total,,,,423,353,,776
199,1-Jan-25,SALDO,IN,0233210-10,Patch Cord,Patch Cord LC-LC 10M,,Lemari Kaca,10,DTC NetConnect LC-LC OM3 10m,Patch CordPatch Cord LC-LC 10M,,,,Laser Presentation,LOGITECH R500s Laser Presentation Remote,Lemari,,3,2,,5
200,1-Jan-25,SALDO,IN,NVL-DPSM1-SC-LC-003,Patch Cord,Patch Cord SC-LC 3M,,Lemari Kaca,3,NETVIEL SC-LC Single-mode 3m,Patch CordPatch Cord SC-LC 3M,,,,,LOGITECH R500s Laser Presentation Remote Total,,,3,2,,5
201,1-Jan-25,SALDO,IN,,Patch Cord,Patch Cord bekas,,Lemari Kaca,8,,Patch CordPatch Cord bekas,,,,Laser Presentation Total,,,,3,2,,5
202,1-Jan-25,SALDO,IN,,Patch Cord,Patch Cord LC-LC 3M,,Rak B,3,Sisa/Spare Unit SMP - Ademco,Patch CordPatch Cord LC-LC 3M,,,,Maintenance Box,Maintenance Box,Rak F,,2,,,2
203,1-Jan-25,SALDO,IN,,Patch Cord,Patch Cord SC-LC 3M,,Rak B,1,Sisa/Spare Unit SMP - Ademco,Patch CordPatch Cord SC-LC 3M,,,,,Maintenance Box Total,,,2,,,2
204,1-Jan-25,SALDO,IN,,Patch Cord,Patch Cord SC-LC 10M,,Rak A,1,,Patch CordPatch Cord SC-LC 10M,,,,Maintenance Box Total,,,,2,,,2
205,1-Jan-25,SALDO,IN,NVL-DPSM1-LC-LC-003,Patch Cord,Patch Cord LC-LC 3M,,Rak A,6,Netviel LC-LC 3m,Patch CordPatch Cord LC-LC 3M,,,,Media Converter,OMADA Gigabit WDM Media Converter MC211CS-20,Lemari Kaca,,5,1,,6
206,1-Jan-25,SALDO,IN,,Patch Cord,Patch Cord LC-LC 3M,,Rak A,55,CORNING LC-LC 3m,Patch CordPatch Cord LC-LC 3M,,,,,OMADA Gigabit WDM Media Converter MC211CS-20 Total,,,5,1,,6
207,1-Jan-25,SALDO,IN,,Patch Cord,Patch Cord LC Pig Tail 1M,,Rak A,17,CORNING LC-PC 1m,Patch CordPatch Cord LC Pig Tail 1M,,,,,OMADA Gigabit WDM Media Converter MC212CS-20,Lemari Kaca,,5,1,,6
208,1-Jan-25,SALDO,IN,,Patch Cord,Patch Cord LC-LC 3M,,Lemari Kaca,1,Netviel LC-LC 3m,Patch CordPatch Cord LC-LC 3M,,,,,OMADA Gigabit WDM Media Converter MC212CS-20 Total,,,5,1,,6
209,1-Jan-25,SALDO,IN,,PC,HP 280 Pro G6 Micro Tower PC,4CE148CDWT,Rak C,1,Untuk Spare WB,PCHP 280 Pro G6 Micro Tower PC,,,,,TP-LINK 10/100 Mbps WDM Media Converter MC111CS,Rak A,,2,2,,4
210,1-Jan-25,SALDO,IN,Vostro,PC,DELL PC i3,,Rak B,1,Sisa/Spare Unit SMP - Ademco,PCDELL PC i3,,,,,TP-LINK 10/100 Mbps WDM Media Converter MC111CS Total,,,2,2,,4
211,1-Jan-25,SALDO,IN,ABBA-RACK,PDU,ABBA Rack Power Distribution Unit,,Rak D,1,,PDUABBA Rack Power Distribution Unit,,,,,TP-LINK 10/100 Mbps WDM Media Converter MC112CS,Rak A,,3,3,,6
212,1-Jan-25,SALDO,IN,KX-DT521X,Phone,PANASONIC Digital Proprietary Telephone,6GATF098946,Rak D,1,,PhonePANASONIC Digital Proprietary Telephone,,,,,TP-LINK 10/100 Mbps WDM Media Converter MC112CS Total,,,3,3,,6
213,1-Jan-25,SALDO,IN,KT-TS505MXW,Phone,PANASONIC Integrated Telephone System,6ECKI765228,Rak D,1,,PhonePANASONIC Integrated Telephone System,,,,,TP-LINK Gigabit Single Mode Media Converter MC210,Lemari Kaca,,4,1,,5
214,1-Jan-25,SALDO,IN,KT-TS505MXW,Phone,PANASONIC Integrated Telephone System,6ECKI743675,Rak D,1,,PhonePANASONIC Integrated Telephone System,,,,,,Rak B,,2,,,2
215,1-Jan-25,SALDO,IN,KX-TS505MXW,Phone,PANASONIC Integrated Telephone System,6DCKI728060,Lemari Kaca,1,,PhonePANASONIC Integrated Telephone System,,,,,TP-LINK Gigabit Single Mode Media Converter MC210 Total,,,6,1,,7
216,1-Jan-25,SALDO,IN,MA-INJ-4,PoE Injector,CISCO Poe Injector,C20016593000001044,Lemari,1,,PoE InjectorCISCO Poe Injector,,,,,TP-LINK Gigabit WDM Media Converter TL-FC311A-20,Rak A,,5,5,,10
217,1-Jan-25,SALDO,IN,MA-INJ-4,PoE Injector,CISCO Poe Injector,C20016593000003853,Lemari,1,,PoE InjectorCISCO Poe Injector,,,,,TP-LINK Gigabit WDM Media Converter TL-FC311A-20 Total,,,5,5,,10
